after_split_name	page_title_short	page_title_long	page_title_longer_max-80	name	name_ed	surname	tl2_abbreviation_ed	is_supplement	conflicting_abbrev	tl2_abbreviation_alt	dates	description
TL_2_Vol_4_1037.md	Rulenberg	Rutenberg, Diedrich Christian	Rutenberg, Diedrich Christian [std. Rulenberg]	Rutenberg, Diedrich Christian	Rutenberg, Diedrich Christian	Rutenberg	Rulenberg				1851-1878	German (Bremen) plant collector and traveller; studied natural sciences at Jena with E. Häckel; travelled to South Africa 1877 (Cape, Orange Free State, Transvaal, and Madagascar 1877-1878; murdered by his Sakalava carriers while exploring the Meningaza river. 
TL_2_Vol_4_1038.md	Ruthe	Ruthe, Johannes Friedrich	Ruthe, Johannes Friedrich [std. Ruthe]	Ruthe, Johannes Friedrich	Ruthe, Johannes Friedrich	Ruthe	Ruthe				1788-1859	German (Hildesheim, Nieder-Sachsen) botanist and zoologist; studied medicine at the University of Berlin 1811; teacher at the Plamann College 1813, high school teacher at Frankfurt a. Oder 1823, at the Kölnische Gymnasium Berlin 1825, at the Berliner Städtische Gewerbeschule 1829-1842; in retirement at Berlin 1842-1859; student of the flora of the Mark Brandenburg, in his later years of the entomology of that region; natural sciences teacher of Theodor Fontane. 
TL_2_Vol_4_1039.md	R. Ruthe	Ruthe, [Johann Gustav] Rudolf	Ruthe, [Johann Gustav] Rudolf [std. R. Ruthe]	Ruthe, [Johann Gustav] Rudolf	Ruthe, [Johann Gustav] Rudolf	Ruthe	R. Ruthe				1823-1905	"German (Prussian) veterinary surgeon; son of Johann Friedrich Ruthe; amateur bryologist and coleopterologist; studied at the Berlin veterinary college; practicing veterinarian at Bärwalde (Brandenburg) 18491882; regional veterinary surgeon (""Kreistierarzt"") Usedom-Wollin in Swinemünde (Pomerania) 1882-1904. "
TL_2_Vol_4_1040.md	Rutherford	Rutherford, Daniel	Rutherford, Daniel [std. Rutherford]	Rutherford, Daniel	Rutherford, Daniel	Rutherford	Rutherford				1749-1819	British (Scottish) botanist, chemist and physician; MD Edinburgh 1772; practicing physician at Edinburgh 1775-1786; professor of botany and regius keeper, Royal Botanic Garden, Edinburgh 1786-1819 
TL_2_Vol_4_1041.md	Rutstr.	Rutström, Carl Birger	Rutström, Carl Birger [std. Rutstr.]	Rutström, Carl Birger	Rutström, Carl Birger	Rutström	Rutstr.				1758-1826	Swedish botanist; Dr. phil. Uppsala 1772; Dr. med. Harderwijk 1793; botanical demonstrator in Åbo 1794-1798; in various administrative positions at Stockholm from 1799. 
TL_2_Vol_4_1042.md	Ruttner	Ruttner, Franz	Ruttner, Franz [std. Ruttner]	Ruttner, Franz	Ruttner, Franz	Ruttner	Ruttner				1882-1961	Sudeten-German (Bohemia-born) limnologist, hydrobiologist and botanist; studied with H. Molisch at Praha (Karls-Universität); Dr. phil. ib. 1906; assistant at the Biological Station of Lunz am See, Austria, 1906-1908; director ib. 1908– 1957; habil. University of Vienna 1924; professor of hydrobiology 1927; with A. Thienemann on the Deutsche limnologische Sunda-Expedition 1928-1929; Einar Naumann medal 1942. 
TL_2_Vol_4_1043.md	Rutty	Rutty, John	Rutty, John [std. Rutty]	Rutty, John	Rutty, John	Rutty	Rutty				1697-1775	British (English) physician; MD Leiden 1723; physician at Dublin 1724-1775. 
TL_2_Vol_4_1044.md	J. Ruys	Ruys, Johannes	Ruys, Johannes [std. J. Ruys]	Ruys, Johannes	Ruys, Johannes	Ruys	J. Ruys				1856-1933	Dutch mycologist. 
TL_2_Vol_4_1045.md	J.D. Ruys	Ruys, Jan Daniel	Ruys, Jan Daniel [std. J.D. Ruys]	Ruys, Jan Daniel	Ruys, Jan Daniel	Ruys	J.D. Ruys				1897-1954	Dutch botanist; Dr. phil. Utrecht 1925; director of the Moerheim nursery 1926-1954. 
TL_2_Vol_4_1046.md	Ruysch	Ruysch [Ruijsch], Frederik	Ruysch [Ruijsch], Frederik [std. Ruysch]	Ruysch [Ruijsch], Frederik	Ruysch [Ruijsch], Frederik	Ruysch [Ruijsch]	Ruysch				1638-1731	Dutch physician and anatomist; M.D. Leiden 1664; practicing physician in the Hague and Amsterdam; praelector of anatomy for the Amsterdam surgeon's guild 1666-1731; in addition professor of botany at the Amsterdam Athenaeum illustre and superintendent of its botanical garden 1685. 
TL_2_Vol_4_1047.md	Ryan	Ryan, Elling	Ryan, Elling [std. Ryan]	Ryan, Elling	Ryan, Elling	Ryan	Ryan				1849-1905	Norwegian botanist and pharmacist; pharmac. exam. 1871; later manager of a chemical factory at Graesvik nr Frederikstad; amateur bryologist. 
TL_2_Vol_4_1048.md	Rydb.	Rydberg, Pehr Axel	Rydberg, Pehr Axel [std. Rydb.]	Rydberg, Pehr Axel	Rydberg, Pehr Axel	Rydberg	Rydb.				1860-1931	Swedish botanist; studied at Skara high school; emigrated to the United States 1882; teacher at Luther Academy, Wahon, Nebraska 1884-1890; studied at Lincoln Univ., Nebraska 1890-1895; student of C.E. Bessey; professor of natural sciences and mathematics Upsala College, Kenilworth, New Jersey 1895-1899; Dr. phil. Columbia Univ. 1898; assistant curator New York Botanical Garden 1899-1905; curator ib. 1906-1931. 
TL_2_Vol_4_1049.md	Rylands	Rylands, Thomas Glazebrook	Rylands, Thomas Glazebrook [std. Rylands]	Rylands, Thomas Glazebrook	Rylands, Thomas Glazebrook	Rylands	Rylands				1818-1900	British (English) wire manufacturer and diatomist at Warrington (Lancastershire). 
TL_2_Vol_4_1050.md	Rytz	Rytz, August Rudolf Walther (Rytz-Miller)	Rytz, August Rudolf Walther (Rytz-Miller) [std. Rytz]	Rytz, August Rudolf Walther (Rytz-Miller)	Rytz, August Rudolf Walther (Rytz-Miller)	Rytz	Rytz				1882-1966	Swiss botanist; Dr. phil. Bern 1907; habil. Bern 1911; curator of botanical collections Bot. Inst. Bern, 1915-1920; extraordinary professor of botany Univ. Bern 1920-1952; moving force in setting up the alpine garden Schynige Platte, nr. Interlaken; vice-director University Botanical Garden Bern 1952-1966; co-founder of the Bernische Botanische Gesellschaft (1918); outstanding worker on the flora of the Bernese Alps and historian of botany. 
TL_2_Vol_4_1051.md	Saage	Saage, Martin Joseph	Saage, Martin Joseph [std. Saage]	Saage, Martin Joseph	Saage, Martin Joseph	Saage	Saage				1803-?	German (Bohemian-born) botanist and high school teacher at the gymnasium of Braunsberg (Eastern Prussia). 
TL_2_Vol_4_1052.md	Sabbati	Sabbati, Liberato	Sabbati, Liberato [std. Sabbati]	Sabbati, Liberato	Sabbati, Liberato	Sabbati	Sabbati				ca. 1714-?	Italian (Umbrian) botanist and gardener; curator of a botanical garden and surgeon in Roma. 
TL_2_Vol_4_1053.md	E. Sabine	Sabine, [Sir] Edward	Sabine, [Sir] Edward [std. E. Sabine]	Sabine, [Sir] Edward	Sabine, [Sir] Edward	Sabine	E. Sabine				1788-1883	British (Dublin-born) astronomer, geophysicist, zoologist and explorer; brother of Joseph Sabine; astronomer to arctic expeditions led by J. Ross (1818) and W.E. Parry 1819-1820; collected plants in Melville Island and Greenland; president Royal Society 1861-1871. 
TL_2_Vol_4_1054.md	Sabine	Sabine, Joseph	Sabine, Joseph [std. Sabine]	Sabine, Joseph	Sabine, Joseph	Sabine	Sabine				1770-1837	British (English) barrister and horticulturist; inspectorgeneral of assessed taxes 1808-1835; secretary of the Horticultural Society of London 1816-1830; elder brother of Edward Sabine, founder of the Transactions of the [later Royal] Horticultural Society. 
TL_2_Vol_4_1055.md	Sabransky	Sabransky, Heinrich	Sabransky, Heinrich [std. Sabransky]	Sabransky, Heinrich	Sabransky, Heinrich	Sabransky	Sabransky				1864-1915	Austrian botanist (batologist) and physician; born in Presburg (Bratislava); studied medicine in Wien; practicing physician at Tramin 1892; at Mayrhofen 1896; regional physician at Söchau (Steiermark), 1896-1915. 
TL_2_Vol_4_1056.md	D. Sacc	Saccardo, Domenico	Saccardo, Domenico [std. D. Sacc]	Saccardo, Domenico	Saccardo, Domenico	Saccardo	D. Sacc				1872-1952	Italian botanist; lecturer (assistant) in botany at the University of Bologna 1899; assistant plant pathologist at the viticultural college Conegliano 1900; assistant at the phytopathological station of Roma 1902; free lecturer at the University of Roma; collected in Ethiopia between 1936 and 1939; son of P.A. Saccardo. 
TL_2_Vol_4_1057.md	F. Sacc.	Saccardo, Francesco	Saccardo, Francesco [std. F. Sacc.]	Saccardo, Francesco	Saccardo, Francesco	Saccardo	F. Sacc.				1869-1896	Italian botanist; studied at the University of Padova; Mag. sci. nat. 1892; assistant at the school of ecology and viticulture at Avellino 1895-1896; nephew of P.A. Saccardo. 
TL_2_Vol_4_1058.md	Sacc.	Saccardo, Pier Andrea	Saccardo, Pier Andrea [std. Sacc.]	Saccardo, Pier Andrea	Saccardo, Pier Andrea	Saccardo	Sacc.				1845-1920	Italian botanist (mycologist); Dr. phil. Padua 1867; assistant to R. de Visiani at Padua University 1866-1872; professor of natural sciences at the Padua Technical Institute 1869-1879; professor of botany and director of the botanical garden of the University of Padua 1879-1915. 
TL_2_Vol_4_1059.md	Sachs	Sachs, [Ferdinand Gustav] Julius von	Sachs, [Ferdinand Gustav] Julius von [std. Sachs]	Sachs, [Ferdinand Gustav] Julius von	Sachs, [Ferdinand Gustav] Julius von	Sachs	Sachs				1832-1897	German (Silesian) botanist; outstanding plant physiologist; draftsman with J.E. Purkyné at Praha 1849-1851; studied at Praha University 1851-1856; Dr. phil. ib. 1856; habil. ib. 1857; teaching plant physiology at Praha 1857-1859; assistant at the Forestry College of Tharandt (nr. Dresden) 1859; id. at Poppelsdorf (nr. Bonn) 1859-1867; professor of botany Freiburg i.B. 1867-1868; full professor of botany at Würzburg 1868-1897; Geheimrat 1877; most influential nineteenth century botanist in promoting experimental botany. 
TL_2_Vol_4_1060.md	Sachse	Sachse, Carl Traugott	Sachse, Carl Traugott [std. Sachse]	Sachse, Carl Traugott	Sachse, Carl Traugott	Sachse	Sachse				1815-1863	German (Saxonian) naturalist and high school teacher at Dresden. 
TL_2_Vol_4_1061.md	Sacleux	Sacleux, Charles	Sacleux, Charles [std. Sacleux]	Sacleux, Charles	Sacleux, Charles	Sacleux	Sacleux				1856-1943	French missionary, linguist and plant collector in Zanzibar and adjoining East Africa 1879-1898; from then on teacher at a missionary college at Chevilly and working at the Museum d'Histoire naturelle, Paris; ordained 1878. 
TL_2_Vol_4_1062.md	Sadebeck	Sadebeck, Richard Emil Benjamin	Sadebeck, Richard Emil Benjamin [std. Sadebeck]	Sadebeck, Richard Emil Benjamin	Sadebeck, Richard Emil Benjamin	Sadebeck	Sadebeck				1839-1905	German (Silesian) botanist; studied at Breslau with Goeppert, Cohn and Koerber; Dr. phil. ib. 1864; high school teacher in Berlin 1865-1876; teacher at the Johanneum high school at Hamburg 1876; subsequently director of the Botanical Museum (1883-1901) and the Botanical Garden ib.; in retirement from 1901. 
TL_2_Vol_4_1063.md	John Sadler	Sadler, John	Sadler, John [std. John Sadler]	Sadler, John	Sadler, John	Sadler	John Sadler				1837-1882	Scottish botanist at Edinburgh; assistant to J.H. Balfour 1854; acting secretary Botanical Society of Edinburgh 1858-1879; curator Royal Botanic Garden 1879-1882. 
TL_2_Vol_4_1064.md	Jos. Sadler	Sadler, Joseph	Sadler, Joseph [std. Jos. Sadler]	Sadler, Joseph	Sadler, Joseph	Sadler	Jos. Sadler				1791-1849	Hungarian botanist; assistant for chemistry and botany at the University of Budapest 1815-1819; Dr. med. Univ. Budapest 1820; subsequently curator at the National Hungarian Museum for zoology and mineralogy; ultimately professor of botany and director of the University Botanic Garden, Budapest 1834-1849. 
TL_2_Vol_4_1065.md	M. Sadler	Sadler, Michael	Sadler, Michael [std. M. Sadler]	Sadler, Michael	Sadler, Michael	Sadler	M. Sadler				<em>fl</em>. 1831	Hungarian botanist; brother of Joseph Sadler. 
TL_2_Vol_4_1066.md	Saelan	Saelan, [Anders] Thiodolf	Saelan, [Anders] Thiodolf [std. Saelan]	Saelan, [Anders] Thiodolf	Saelan, [Anders] Thiodolf	Saelan	Saelan				1834-1921	Finnish physician and botanist; Dr. med. Helsinki 1865; amanuensis at the Botanical Museum ib. 1859-1866; practicing physician 1861-1865; physician (1865) and head-physician at Lappvik hospital 1868-1904; professor's title 1877; Dr. phil. h.c. 1907. 
TL_2_Vol_4_1067.md	Säve	Säve, Carl [Fredrik]	Säve, Carl [Fredrik] [std. Säve]	Säve, Carl [Fredrik]	Säve, Carl [Fredrik]	Säve	Säve				1812-1876	Swedish linguist and botanist; Dr. phil. Uppsala 1848; lecturer (1849) and professor of Scandinavian languages at Uppsala 1859-1876. 
TL_2_Vol_4_1068.md	Saff.	Safford, William Edwin (Ned)	Safford, William Edwin (Ned) [std. Saff.]	"Safford, William Edwin (""Ned"")"	Safford, William Edwin (Ned)	Safford	Saff.				1859-1926	American botanist and conchologist; United States Naval Academy grad. 1880; from 1880-1902 in the U.S. Navy, 1899-1900 as lieutenant governor of Guam; with the Office of Economic and Systematic Botany of the Bureau of Plant Industry (USDA) of the United States 1902-1926. 
TL_2_Vol_4_1069.md	Sageret	Sageret, Augustin	Sageret, Augustin [std. Sageret]	Sageret, Augustin	Sageret, Augustin	Sageret	Sageret				1763-1851	French land-owner, agriculturist, plant hybridizer and botanist. 
TL_2_Vol_4_1070.md	Sagorski	Sagorski, Ernst (Adolf)	Sagorski, Ernst (Adolf) [std. Sagorski]	Sagorski, Ernst (Adolf)	Sagorski, Ernst (Adolf)	Sagorski	Sagorski				1847-1929	German (Saarbrücken/Prussian) botanist; studied at Bonn 1865-1868; high school teacher at the Königl. Landesschule, Pforta near Naumburg, Thüringen 1870-1905; Dr. phil. h.c. Halle 1905; in retirement at Almrich. 
TL_2_Vol_4_1071.md	Sagot	Sagot, Paul Antoine	Sagot, Paul Antoine [std. Sagot]	Sagot, Paul Antoine	Sagot, Paul Antoine	Sagot	Sagot				1821-1888	French botanist and plant collector; Dr. med. Paris 1848; practicing physician at Coulanges-sur-Yonne 1848-1853; naval surgeon in French Guyana and briefly on the French Antilles 1854-1859; in Ténériffe 1864-1865; professor of natural sciences at the École normale spéciale de Cluny; 1865-1877; from 1877-1881 at Dijon; from 1881-1888 at Melun nr. Paris, associated with the Paris Muséum d'Histoire naturelle. 
TL_2_Vol_4_1072.md	Sagra	Sagra, Ramón de la	Sagra, Ramón de la [std. Sagra]	Sagra, Ramón de la	Sagra, Ramón de la	Sagra	Sagra				1798-1871	Spanish economist, agriculturist and botanist; director of a botanical garden at Havana, Cuba and professor of botany at the University 1822-1835; working on his collections and his <em>Hist. fis. Cuba</em> at Paris from 1836. 
TL_2_Vol_4_1073.md	C. Sahlberg	Sahlberg, Carl Reinhold	Sahlberg, Carl Reinhold [std. C. Sahlberg]	Sahlberg, Carl Reinhold	Sahlberg, Carl Reinhold	Sahlberg	C. Sahlberg				1779-1860	Finnish botanist; med. lic. Turku (Åbo) 1810; adjunct for medicine and demonstrator for botany at Turku 1810-1813; adjunct for natural history and museum inspector ib. 1813-1818; professor of natural history 18181828; moved with the university after the great Turku fire of 1827 to Helsinki in the same function until 1840, also in charge of the establishment (1833) and development of a university botanical garden 
TL_2_Vol_4_1074.md	Sahlén	Sahlén, Anders Johan	Sahlén, Anders Johan [std. Sahlén]	Sahlén, Anders Johan	Sahlén, Anders Johan	Sahlén	Sahlén				1822-1891	Swedish botanist; Dr. phil. Lund 1850; teacher at Vänersborg 1850-1854; id. at Lidköping 1855; adjunct (1856), later lecturer (1861) at the State high school of Skara. 
TL_2_Vol_4_1075.md	Sahni	Sahni, Birbal	Sahni, Birbal [std. Sahni]	Sahni, Birbal	Sahni, Birbal	Sahni	Sahni				1891-1949	Indian palaeobotanist; MA Cantab. 1918; D.Sc. Univ. London 1929; at Emmanuel College Cambridge 1911-1914; with A.C. Seward at the Botany School ib. 1914-1919; professor of botany at Lucknow University 1921-1949; D.Sc. Cambr. 1929; FRS 1936. 
TL_2_Vol_4_1076.md	Sahut	Sahut, Félix	Sahut, Félix [std. Sahut]	Sahut, Félix	Sahut, Félix	Sahut	Sahut				1835-1904	French horticulturist, viticulturist and botanist at the Établissement d'Horticulture Claude Sahut, Montpellier. 
TL_2_Vol_4_1077.md	Sailer	Sailer, Franz Seraphin	Sailer, Franz Seraphin [std. Sailer]	Sailer, Franz Seraphin	Sailer, Franz Seraphin	Sailer	Sailer				1792-1847	"Austrian botanist and clergyman; ordained 1816; chaplain at Gallneukirchen 1816-1821; curate at Altenberg and ultimately parson at Pöstingberg until 1835; ""Konsistorialrath"" at Linz 1835-1847. "
TL_2_Vol_4_1078.md	Sainsbury	Sainsbury, George Osborne King	Sainsbury, George Osborne King [std. Sainsbury]	Sainsbury, George Osborne King	Sainsbury, George Osborne King	Sainsbury	Sainsbury				1880-1957	New Zealand barrister, solicitor and bryologist; practiced at Gisborne, New Zealand 1903-1911, farming 1911-1917, practicing sollicitor 1917-1946. 
TL_2_Vol_4_1079.md	Saint-Amans	Saint-Amans, Jean Florimond Boudon de	Saint-Amans, Jean Florimond Boudon de [std. Saint-Amans]	Saint-Amans, Jean Florimond Boudon de	Saint-Amans, Jean Florimond Boudon de	Saint-Amans	Saint-Amans				1748-1831	French botanist and soldier; from 1768-1773 with a French expeditionary force in the French Antilles; from 1773 private scientist at Agen, sometime professor of natural history at the École centrale of Lot-et-Garonne; from 1800-1831 president of the conseil-général of the département Lot-et-Garonne, also devoting himself to archeology and numismatics. 
TL_2_Vol_4_1080.md	St. Brody	St. Brody, Gustavus A. Ornano	St. Brody, Gustavus A. Ornano [std. St. Brody]	St. Brody, Gustavus A. Ornano	St. Brody, Gustavus A. Ornano	St. Brody	St. Brody				1828-1901	French-born botanist and teacher; Dr. phil. Göttingen, settled in England as a young man; as French teacher at the Crypt Grammar School, Gloucester. 
TL_2_Vol_4_1081.md	Saint-Cyr	Saint-Cyr, Dominique Napoléon	Saint-Cyr, Dominique Napoléon [std. Saint-Cyr]	Saint-Cyr, Dominique Napoléon	Saint-Cyr, Dominique Napoléon	Saint-Cyr	Saint-Cyr				1826-1899	Canadian (Quebec) botanist and entomologist; teacher at Lennoxville 1846-1850, at Ste-Anne de la Pérade 1850-1876; provincial administrator 1875-1881; from 1881 dedicating himself to the setting up of a public museum; curator of the Musée de l'Instruction publique (Provincial Government Museum) 1886-1899. 
TL_2_Vol_4_1082.md	Saint-Gal	Saint-Gal, Marie Joseph	Saint-Gal, Marie Joseph [std. Saint-Gal]	Saint-Gal, Marie Joseph	Saint-Gal, Marie Joseph	Saint-Gal	Saint-Gal				1841-1932	French botanist and assistant professor of botany and forestry at the Agricultural College at Grand-Jouan, Loire-Inférieure 18641869; id. at Grignon 1869-1870; on active service with the Armée de la Loire 1870; regular professor again at Grand-Jouan 1870-1895; transferred with the college to Rennes 1895-1901; in retirement at Fougères (Rennes). 
TL_2_Vol_4_1083.md	Saint-Germain	Saint-Germain, J.J. de	Saint-Germain, J.J. de [std. Saint-Germain]	Saint-Germain, J.J. de	Saint-Germain, J.J. de	Saint-Germain	Saint-Germain				<em>fl</em>. 1784	French botanist. 
TL_2_Vol_4_1084.md	St. Hil.	Saint-Hilaire, Auguste François César Prouvençal de	Saint-Hilaire, Auguste François César Prouvençal de [std. St. Hil.]	Saint-Hilaire, Auguste François César Prouvençal de	Saint-Hilaire, Auguste François César Prouvençal de	Saint-Hilaire	St. Hil.				1779-1853	French explorer, botanist and entomologist; self-taught naturalist of independent means; in Hamburg during the revolution; in Orléans in the early years of the century; later at Paris associated with A.L. de Jussieu; in Brazil and Uruguay 1816-1822; back in France dedicating himself to the publication of the results of his Brazilian journeys; member of the Institut de France (Académie des Sciences from 1830). 
TL_2_Vol_4_1085.md	St. John	St. John, Harold	St. John, Harold [std. St. John]	St. John, Harold	St. John, Harold	St. John	St. John				1892-x	American botanist; Dr. phil. Harvard 1920; assistant, later associate professor of botany at the State College of Washington 1920-1929; professor of botany at the University of Hawaii 1929-1958; Whitney visiting professor at Chatham College, Pittsburgh, Pa. 1958-1959; teaching at Saigon 1959-1960; continuing botanical research in retirement in Hawaii. 
TL_2_Vol_4_1086.md	St. Lag.	Saint-Lager, Jean Baptiste	Saint-Lager, Jean Baptiste [std. St. Lag.]	Saint-Lager, Jean Baptiste	Saint-Lager, Jean Baptiste	Saint-Lager	St. Lag.				1825-1912	French physician, botanist, botanical historian and bibliographer at Lyon; laureat École de Médecine Lyon 1847; Dr. med. Paris 1850; practicing physician at Lyon 1850-1862; from 1862 private scientist, travelling for botanical and medical studies 1862-1890; one of the founders of the Société botanique de Lyon; librarian of the Société linnéenne de Lyon and the Société botanique de Lyon until 1911 and of the Palais des Arts. 
TL_2_Vol_4_1087.md	Saint-Moulin	Saint-Moulin, Vincentius Josephus de	Saint-Moulin, Vincentius Josephus de [std. Saint-Moulin]	Saint-Moulin, Vincentius Josephus de	Saint-Moulin, Vincentius Josephus de	Saint-Moulin	Saint-Moulin				1804-1837	Belgian (Hainaut) botanist; studied at the University of Gent; Dr. med. Univ. Liège 1831; practicing physician at Houdeng-Aimeries 1831-1837. 
TL_2_Vol_4_1088.md	Saint-Simon	Saint-Simon, Maximilien Henri, Marquis de	Saint-Simon, Maximilien Henri, Marquis de [std. Saint-Simon]	Saint-Simon, Maximilien Henri, Marquis de	Saint-Simon, Maximilien Henri, Marquis de	Saint-Simon	Saint-Simon				1720-1799	French-Dutch horticulturist; engaged in the French-Italian wars as aide-de-camp to the Prince de Conti; in 1758 he retired to the Netherlands, living at the estate of Nieuw Amelisweerd near Utrecht. 
TL_2_Vol_4_1089.md	Saint-Yves	Saint-Yves, Alfred [Marie Augustine]	Saint-Yves, Alfred [Marie Augustine] [std. Saint-Yves]	Saint-Yves, Alfred [Marie Augustine]	Saint-Yves, Alfred [Marie Augustine]	Saint-Yves	Saint-Yves				1855-1933	"French botanist (agrostologist) and soldier; at the École polytechnique 1875-1879; following a military career 18791905, ultimately in the rank of ""Commandant""; in retirement at Nice; in army service 1914-1918. "
TL_2_Vol_4_1090.md	Sakurai	Sakurai, Kyuichi	Sakurai, Kyuichi [std. Sakurai]	Sakurai, Kyuichi	Sakurai, Kyuichi	Sakurai	Sakurai				1889-1963	Japanese bryologist. 
TL_2_Vol_5_0000.md	Saldanha	Saldanha da Gama, José de	Saldanha da Gama, José de [std. Saldanha]	Saldanha da Gama, José de	Saldanha da Gama, José de	Saldanha da Gama	Saldanha				1839-1905	"Brazilian botanist; Dr. Sci. Rio de Janeiro 1860; at the Rio de Janeiro ""Central School"", later called ""Polytechnic School"" from 1861 as teacher (""repetitor""), professor of botany and director successively; sometime consul general for Brazil in Belgium; Brazilian representative at the World Exhibits of 1867, 1873 and 1876; collected in Rio de Janeiro province 1866-1884. "
TL_2_Vol_5_0001.md	E. Salisb.	Salisbury, Edward James	Salisbury, Edward James [std. E. Salisb.]	Salisbury, Edward James	Salisbury, Edward James	Salisbury	E. Salisb.				1886-1978	English botanist; Dr. phil. Univ. College, London; senior lecturer at Queen Mary College, Univ. London; with Univ. College, London 1918-1943, ultimately as Quain professor of botany; director Royal Botanic Gardens Kew 1943-1956; knighted 1946. 
TL_2_Vol_5_0002.md	Salisb.	Salisbury, Richard Anthony (né Markham)	Salisbury, Richard Anthony (né Markham) [std. Salisb.]	Salisbury, Richard Anthony (né Markham)	Salisbury, Richard Anthony (né Markham)	Salisbury	Salisb.				1761-1829	British botanist, gardener and botanical artist; educated at Edinburgh Univ.; had a garden at Chapel Allerton, Yorkshire; later owner of P. Collinson's garden at Mill Hill, London; secretary Hort. Soc. London 1805-1816. 
TL_2_Vol_5_0003.md	W. Salisb.	Salisbury, William	Salisbury, William [std. W. Salisb.]	Salisbury, William	Salisbury, William	Salisbury	W. Salisb.				x-1823	British nurseryman in London; gardener to J. Symmons at Paddington 1797, also associated with William Curtis' garden at Fulham Road which he continued after the latter's death in 1799; later owner of a garden at Cadogan Place, Sloane Street; founded the London Botanic Garden, 1807. 
TL_2_Vol_5_0004.md	Sallent	Sallent y Gotés, Angel	Sallent y Gotés, Angel [std. Sallent]	Sallent y Gotés, Angel	Sallent y Gotés, Angel	Sallent y Gotés	Sallent				1857-1934	Catalonian philologist and botanist; collaborator of Cadeval y Diars. 
TL_2_Vol_5_0005.md	Salm-Dyck	Salm-Reifferscheid-Dyck, Joseph Maria ...	Salm-Reifferscheid-Dyck, Joseph Maria ... [std. Salm-Dyck]	Salm-Reifferscheid-Dyck, Joseph Maria Franz Anton Hubert Ignaz, Fürst und Altgraf zu	Salm-Reifferscheid-Dyck, Joseph Maria ...	Salm-Reifferscheid-Dyck	Salm-Dyck				1773-1861	German (Prussian) botanist, botanical artist and horticulturist; closely associated with the French botanists and botanical artists of the Napoleonic period, subsequently building up a rich collection of succulent plants on his estate Dyck nr. Düsseldorf through his close connections with most of Europe's established botanical gardens and botanists; died at Nice. 
TL_2_Vol_5_0006.md	Salmon	Salmon, Charles Edgar	Salmon, Charles Edgar [std. Salmon]	Salmon, Charles Edgar	Salmon, Charles Edgar	Salmon	Salmon				1872-1930	British botanist and practicing architect at Reigate (Surrey); active amateur local historian and student of the flora of Surrey, esp. <em>Limonium</em>. (<em>Statice</em>). 
TL_2_Vol_5_0007.md	E.S. Salmon	Salmon, Ernst Stanley	Salmon, Ernst Stanley [std. E.S. Salmon]	Salmon, Ernst Stanley	Salmon, Ernst Stanley	Salmon	E.S. Salmon				1872-1959	British mycologist; at Jodrell Laboratory, Kew, 1899-1906; mycologist S.E.Agric. Coll., Wye 1906-1937; reader in mycology, London Univ. 1912; professor ib. 1925; specialist on hop diseases and Erysiphaceae; amateur bryologist. 
TL_2_Vol_5_0008.md	J.D. Salmon	Salmon, John Drew	Salmon, John Drew [std. J.D. Salmon]	Salmon, John Drew	Salmon, John Drew	Salmon	J.D. Salmon				ca. 1802-1859	British botanist and ornithologist; manager of the Wenham Lake Ice Company; at Thetford 1835-1843; later at Godalming. 
TL_2_Vol_5_0009.md	Salomon	Salomon, Carl	Salomon, Carl [std. Salomon]	Salomon, Carl	Salomon, Carl	Salomon	Salomon				1829-1899	German botanist, royal Bavarian gardener at Würzburg; popular author on botany. 
TL_2_Vol_5_0010.md	Salt	Salt, Henry	Salt, Henry [std. Salt]	Salt, Henry	Salt, Henry	Salt	Salt				1780-1827	English traveller and Egyptologist; secretary to Lord Valentia in India and Africa 1802-1805; in Abyssinia 1805 and 1809-1810; in Moçambique 1809; consul-general for Gr. Britain in Egypt 1815-1827. 
TL_2_Vol_5_0011.md	Salter	Salter, John Henry	Salter, John Henry [std. Salter]	Salter, John Henry	Salter, John Henry	Salter	Salter				1862-1942	English botanist and ornithologist; Bsc. London; with Strasburger 1896; teacher at various schools 1881-1888; professor of botany Univ. Coll. Aberystwyth 1891-1908; in the Canary Isl. and S. France 1908-1916; ultimately in Great Britain, from 1928 in the Aberystwyth area. 
TL_2_Vol_5_0012.md	T.M. Salter	Salter, Terence Macleane	Salter, Terence Macleane [std. T.M. Salter]	Salter, Terence Macleane	Salter, Terence Macleane	Salter	T.M. Salter				1883-1969	English amateur botanist; Royal navy paymaster 1904 (commander 1922) until 1931 (retired as paymaster captain); settled in Cape Town, S. Africa 1935, devoting himself to the study of the Cape flora; Honorary Reader in systematic botany, Bolus Herbarium 1930-1960; Dr. sci. h.c. Univ. Cape Town 1955; Bolus medal 1965; specialist on <em>Oxalis</em>. 
TL_2_Vol_5_0013.md	T.B. Salter	Salter, Thomas Bell	Salter, Thomas Bell [std. T.B. Salter]	Salter, Thomas Bell	Salter, Thomas Bell	Salter	T.B. Salter				1814-1858	Scottish physician and botanist; Dr. med. Edinburgh; practiced at Ryde (Isle of Wight). 
TL_2_Vol_5_0014.md	Salwey	Salwey, Thomas	Salwey, Thomas [std. Salwey]	Salwey, Thomas	Salwey, Thomas	Salwey	Salwey				1791-1877	British clergyman and lichenologist; BD Cambridge; rector Oswestry, Shropshire 1833-1872. 
