irn	organization	code	division	department	cites	specimenTotal	currentStatus	dateFounded	taxonomicCoverage	geography	address	contact	location	collectionsSummary	incorporatedHerbaria	importantCollectors	notes	dateModified
125620	Oregon State University	OSC		Botany and Plant Pathology Department		600000	Active	1886	All groups; hypogeous fungi, Glomales	Worldwide, mainly the Pacific Northwest	{'physicalStreet': '2701 SW Campus Way', 'physicalCity': 'Corvallis', 'physicalState': 'Oregon', 'physicalZipCode': '97331', 'physicalCountry': 'U.S.A.', 'postalStreet': '2701 SW Campus Way', 'postalCity': 'Corvallis', 'postalState': 'Oregon', 'postalZipCode': '97331', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 541 737 4106', 'email': 'james.mickley@oregonstate.edu', 'webUrl': 'https://bpp.oregonstate.edu/herbarium'}	{'lat': 44.5668, 'lon': -123.282}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['WILLU (32 000 specimens) in 1976', 'LAGO (in part)', 'ORE (110 000 specimens) in 1993', 'fungi of U.S. Forest Service Pathology Herbarium.']	['Y. Asahina', 'W. H. Baker', 'K. L. Chambers', 'W. B. Cooke', 'W. C. Cusick', 'L. E. Detling', 'M. A. Flinn', 'M. Fomin', 'A. S. Foster', 'T. C. Frye', 'H. C. Gilbert', 'H. M. Gilkey', 'M. W. Gorman', 'R. R. Halse', 'L. F. Henderson', 'T. J. Howell', 'D. C. Ingram', 'O. L. Ireland', 'L. D. Johnston', 'W. E. Lawrence', 'E. Lawton', 'L. C. Leach', 'J. B. Leiberg', 'F. A. MacFadden', 'G. Mason', 'J. C. Nelson', 'M. E. Peck', 'L. H. Pike', 'E. I. Sanborn', 'E. P. Sheldon', 'F. P. Sipe', 'A. N. Steward', 'W. N. Suksdorf', 'P. Train', 'J. M. Trappe', 'D. H. Wagner', 'C. D. White', 'K. Whited']	"Updated June 2023 <br/><br/>WILLU not interfiled. ORE interfiled with OSC. Specimens from ORE, OSC, and WILLU sent on all loan requests and should be cited based on the original herbarium."	2023-06-29
126513	Universität Wien	WU	Faculty of Life Sciences	Department for Botany und Biodiversity Research	AT 020	1400000	Active	1879	All plant groups, mainly angiosperms	Central Europe, Balkan peninsula, southwestern Asia, China, South America, and Africa	{'physicalStreet': '', 'physicalCity': 'Wien', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Austria', 'postalStreet': 'Rennweg 14', 'postalCity': 'Wien', 'postalState': '', 'postalZipCode': 'A-1030', 'postalCountry': 'Austria'}	{'phone': '[43] 1 4277 54170', 'email': 'herbarium@univie.ac.at', 'webUrl': 'https://herbarium.univie.ac.at/'}	{'lat': 48.195267, 'lon': 16.384521}	{'numAlgae': 20000, 'numAlgaeDatabased': 700, 'numAlgaeImaged': 670, 'numBryos': 400000, 'numBryosDatabased': 700, 'numBryosImaged': 600, 'numFungi': 100000, 'numFungiDatabased': 43500, 'numFungiImaged': 15, 'numPteridos': 30000, 'numPteridosDatabased': 2000, 'numPteridosImaged': 1000, 'numSeedPl': 900000, 'numSeedPlDatabased': 79000, 'numSeedPlImaged': 50000}	[]	['L. Adamović, A. Baldacci, M. Zeyher']	Updated Aug. 2022. Some specimens have been digitized, especially types, and records are available in Virtual Herbaria: https://www.jacq.org/#database. Loan requests for type specimens must state exact details about place of publication, synonyms, type-locality, etc. Collections of the Mycological Society of Austria are part of WU, fully databased and curated and numbered separately as WU-MYC in the Virtual Herbaria database. Requests of all material (WU and WU-MYC) should be addressed to Curator of WU.	2022-08-24
126357	Universidade do Vale do Itajaí	HBR				70000	Active	1942		Southern Brazil	{'physicalStreet': '', 'physicalCity': 'Itajaí', 'physicalState': 'Santa Catarina', 'physicalZipCode': '', 'physicalCountry': 'Brazil', 'postalStreet': 'Avenida Marcos Konder 800', 'postalCity': 'Itajaí', 'postalState': 'Santa Catarina', 'postalZipCode': '88301-302', 'postalCountry': 'Brazil'}	{'phone': '[55] 47 32243646', 'email': 'hbr@univali.br', 'webUrl': ''}	{'lat': -26.90852, 'lon': -48.66095}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['L. B. Smith', 'R. M. Klein', 'R. Reitz']	Wood collection of HBR transferred to RB.	2022-08-31
123882	Academy of Natural Sciences	PH		Botany Department	US 044	1430000	Active	1812	All groups, especially Pandanaceae, Rutaceae, Cyperaceae, Polemoniaceae, and Scrophulariaceae; important historical collection of macrofossils; historical collections of bryophytes, fungi, and algae	Asian-Malesian-Pacific and Australasian regions, especially peninsular Malaysia; southeastern Pennsylvania, southern New Jersey, northern Delaware, and northeastern Maryland	{'physicalStreet': 'Logan Square.', 'physicalCity': 'Philadelphia', 'physicalState': 'Pennsylvania', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '1900 Benjamin Franklin Parkway', 'postalCity': 'Philadelphia', 'postalState': 'Pennsylvania', 'postalZipCode': '19103', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 215 299 1157', 'email': 'ans_ph_herbarium@drexel.edu', 'webUrl': 'http://www.ansp.org/research/biodiv/botany/'}	{'lat': 39.956915, 'lon': -75.1713}	{'numAlgae': 40000, 'numAlgaeDatabased': 39000, 'numAlgaeImaged': 38000, 'numBryos': 80000, 'numBryosDatabased': 56000, 'numBryosImaged': 42000, 'numFungi': 63000, 'numFungiDatabased': 63000, 'numFungiImaged': 46000, 'numPteridos': 60000, 'numPteridosDatabased': 60000, 'numPteridosImaged': 57000, 'numSeedPl': 1200000, 'numSeedPlDatabased': 575000, 'numSeedPlImaged': 537000}	['PENN (250 000 specimens) in 1974.', 'American Philosophical Society in 1897.', 'Wagner Free Institute of Science, 4000 bryophytes, general collections from Rachel Littley Botley in 1973', 'Transeau Collection of Zygnemataceae (microslides), originally at ARIZ']	['W. Baldwin', 'B. S. Barton', 'J. J. H. de la Billiardière', 'R. L. Botley', 'W. M. Canby', 'W. Clark', 'S. Elliott', 'J. M. Fogg, Jr.', 'J. R. Forster', 'J. G. A. Forster', 'M. G. Henry', 'T. Horsfield', 'A. B. Lambert', 'C. F. von Ledebour', 'M. Lewis (PH-LC)', 'B. Long', 'A. Michaux', 'J. S. Mill', 'G. H. E. Muhlenberg', 'T. Nuttall', 'N. S. Parmentier', 'F. W. Pennell', 'T. C. Porter', 'F. T. Pursh', 'C. S. Rafinesque', 'W. Roxburgh', 'J. F. Royle', 'A. von Schlagintweit', 'L. D. von Schweinitz', 'C. W. Short', 'W. Stone', 'E. Tuckerman', 'H. A. Wahl', 'N. Wallich', 'E. T. Wherry', 'C. L. P. Zeyher']	Updated Aug 2021 (correspondent change, staff update, statistics update). PH is the oldest institutional herbarium in U.S. It is a national resource for material from 1750-1850, with some dating from as early as 1689. Some historical material restricted; write for information. Microfiche edition and index of presently segregated types and early authentication specimens of vascular plants as well as Barton and Muhlenberg herbaria available.	2022-08-31
126526	Université de Caen-Normandie	CN	BOREA      laboratoire de Biologie des ORganismes et Ecosystèmes Aquatiques  MNHM, CNRS7208, Sorbonne Université, IRD 207, Unicaen, Université des 			4000	Active	1825	Marine algae; some freshwater algae	Worldwide	{'physicalStreet': '', 'physicalCity': 'Caen', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'France', 'postalStreet': 'Esplanade de la Paix', 'postalCity': 'Caen Cedex', 'postalState': '', 'postalZipCode': 'F-14032', 'postalCountry': 'France'}	{'phone': '[33] 231566579', 'email': 'anne-marie.rusig@unicaen.fr', 'webUrl': ''}	{'lat': 49.188965, 'lon': -0.363437}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['J. V. F. Lamouroux', 'F. A. Pelvet', 'F. J. Chauvin', 'L. Corbière']		2022-08-31
262679	National Botanical Garden of Türkiye	TC		Department of Collection		1350	Active	2020			{'physicalStreet': '6001.', 'physicalCity': 'ANKARA', 'physicalState': 'Çankaya', 'physicalZipCode': '06800', 'physicalCountry': 'Turkey', 'postalStreet': '6001.', 'postalCity': 'ANKARA', 'postalState': 'Çankaya', 'postalZipCode': '06800', 'postalCountry': 'Turkey'}	{'phone': '90 312 216 70 93', 'email': 'maviozlem07@gmail.com', 'webUrl': 'https://arastirma.tarimorman.gov.tr/millibotanik'}	{'lat': 39.889556, 'lon': 32.741222}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	"Entered Aug 2022.  The National Herbarium of Türkiye was established in 2020 within the National Botanical Garden of Türkiye, which is a Governmental Institute. The material capacity is more than 3 million. However, because it is newly established, the current number of material is so below its capacity. The herbarium is the first as a Governmental Herbarium and has the biggest capacity in the country. As it is a Governmental Herbarium, we would like to get the code TC which is the abbreviation of Türkiye Cumhuriyeti (Republic of Türkiye). <br/>We will be really glad, if we can get the code TC for our National Herbarium. <br/>Sincerely."	2022-08-31
126931	Utah State University	UTC	College of Science	Biology Department	18US008768/9	260000	Active	1931	Primarily vascular plants but with substantial holdings of fungi, lichens, and bryophytes	Western North America, especially Intermountain region, including Utah, Nevada, southern Idaho, southeastern Oregon, northern Arizona, and eastern California	{'physicalStreet': 'USU main campus - basement of Junction Building', 'physicalCity': 'Logan', 'physicalState': 'Utah', 'physicalZipCode': '84322', 'physicalCountry': 'U.S.A.', 'postalStreet': '5305 Old Main Hill', 'postalCity': 'Logan', 'postalState': 'Utah', 'postalZipCode': '84322-5305', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 435 797 0061', 'email': 'kristian.valles@usu.edu', 'webUrl': 'http://herbarium.usu.edu'}	{'lat': 41.7432, 'lon': -111.811}	{'numAlgae': 68, 'numAlgaeDatabased': 4, 'numAlgaeImaged': 4, 'numBryos': 2246, 'numBryosDatabased': 2246, 'numBryosImaged': 8, 'numFungi': 5000, 'numFungiDatabased': 4760, 'numFungiImaged': 5, 'numPteridos': 3000, 'numPteridosDatabased': 2876, 'numPteridosImaged': 2796, 'numSeedPl': 250000, 'numSeedPlDatabased': 150270, 'numSeedPlImaged': 78527}	[]	['A. Cronquist', 'D. R. Dewey', 'A. H. Holmgren', 'N. H. Holmgren', 'M. E. Jones', 'B. Maguire', 'J. L. Reveal', 'R. J. Shaw', 'L. M. Shultz', 'S. Walker', 'T. Walker']	"Number of specimens databased: 181,022<br/>Search for specimens: http://intermountainbiota.org (vascular plants); http://bryophyteportal.org/portal/index.php (bryophytes); http://lichenportal.org/portal/index.php (lichens); http://mycoportal.org/portal/index.php (fungi)"	2022-09-07
125224	Martin-Luther-Universität	HAL	Institut für Biologie, Bereich Geobotanik und Botanischer Garten		DE 213/2	600000	Active	1812	All groups	Worldwide; Europe, Central and South America, South Africa, and Australia; Mongolia	{'physicalStreet': 'Institut für Geobotanik und Botanischer Garten.', 'physicalCity': 'Halle', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Germany', 'postalStreet': 'Neuwerk 21', 'postalCity': 'Halle (Saale)', 'postalState': '', 'postalZipCode': '06108', 'postalCountry': 'Germany'}	{'phone': '[49] 345 552 6214', 'email': 'marcus.lehnert@botanik.uni-halle.de', 'webUrl': 'http://www.botanik.uni-halle.de/herbarium/'}	{'lat': 51.488132, 'lon': 11.959793}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['Lichens of ESS (19 000 specimens) in 2003 (Schlechtendalia 10: 66. 2003).']	['J. C. von Hoffmannsegg', 'C. A. Ehrenberg', 'H. Meusel', 'R. F. Hohenacker', 'G. E. L. Hampe', 'C. L. P. Zeyher', 'L. A. von Chamisso', 'S.-R. Lenormand', 'C. J. W. Schiede', 'H. H. Behr', 'P. Salzmann', 'R. Solms-Laubach', 'C. L. Willdenow', 'J. von Flotow', 'F. Sellow', 'R. A. Philippi', 'C. F. A. Koppe', 'G. Kerstan', 'H. C. Funck', 'C. Pabst', 'A. A. von Bunge', 'J. Lhotsky', 'J. W. P. Hübener', 'G. L. Rabenhorst', 'D. F. L. von Schlechtendal', 'D. F. K. von Schlechtendal', 'F. E. Leibold', 'J. F. Drège', 'C. F. von Ledebour', 'C. F. Ecklon', 'C. Schkuhr', 'E. F. Poeppig', 'H. Eichler', 'H. Wagener', 'W. S. J. G. von Besser', 'F. W. Sieber', 'C. Oertel', 'J. Poelt', 'K. Verseghy', 'V. Köfaragó-Gyelnik']	Updated Nov 2017 (address). No loans of bound exsiccatae. Herbarium of K. Sprengel is not at HAL.  When sending international shipments, please include the following information:  Tarif  number 97052900	2022-09-13
125828	Royal Ontario Museum	TRTC		Department of Natural History		490000	Active	1887	Fungi, especially Agaricales, Aphyllophorales sensu lato, Auriculariales, Tremellales, Uredinales, and ascomycetes; coprophilous fungi; soil fungi; some coelomycetes, hyphomycetes, myxomycetes; lichens	Worldwide, especially Ontario and Eastern North America in general	"{'physicalStreet': ""100 Queen's Park"", 'physicalCity': 'Toronto', 'physicalState': 'Ontario', 'physicalZipCode': 'M5S 2C6', 'physicalCountry': 'Canada', 'postalStreet': ""100 Queen's Park"", 'postalCity': 'Toronto', 'postalState': 'Ontario', 'postalZipCode': 'M5S 2C6', 'postalCountry': 'Canada'}"	{'phone': '', 'email': 'trtcfungarium@gmail.com', 'webUrl': 'http://bbc.botany.utoronto.ca/ROM/TRTCFungarium/home.php'}	{'lat': 43.667825, 'lon': -79.393933}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['T. Ahti', 'C. D. Bird', 'R. F. Cain', 'G. Darker', 'J. B. Ellis', 'J. H. Faull', 'R. W. Fisher', 'T. C. Frye', 'J. W. Groves', 'A. Henssen', 'O. Jaap', 'H. S. Jackson', 'J. Krug', 'P. A. Lemke', 'J. Macoun', 'D. W. Malloch', 'J. A. Parmelee', 'F. Petrak', 'H. Sydow', 'P. Sydow', 'S.-C. Teng', 'G. E. Thompson', 'R. F. Warren', 'J. White']	The collection was created as a part of the Cryptogamic Herbarium (TRTC) founded at the University of Toronto around 1887. In 1996 it was transferred to the Royal Ontario Museum (ROM), and became restricted to Fungi. Mosses and liverworts were integrated to the ROM Vascular Plant Herbarium (TRT) while algae remained with the University of Toronto Culture Collection (UTCC). In 2022, ROM management eliminated the TRTC Curator position while maintaining a Collection Manager.	2022-09-14
125110	Manaaki Whenua - Landcare Research	CHR			NZ 001	800000	Active	1928	All groups; no fungi except lichens	Worldwide, especially New Zealand region, subantarctic islands, and tropical Pacific	{'physicalStreet': '54 Gerald Street, Lincoln,Canterbury (23 km southwest of Christchurch).', 'physicalCity': 'Christchurch', 'physicalState': 'Lincoln', 'physicalZipCode': '7608', 'physicalCountry': 'New Zealand', 'postalStreet': 'P.O. Box 69040', 'postalCity': 'Lincoln', 'postalState': '', 'postalZipCode': '7640', 'postalCountry': 'New Zealand'}	{'phone': '[64] 3 321 9797', 'email': 'chr@landcareresearch.co.nz', 'webUrl': 'https://www.landcareresearch.co.nz/tools-and-resources/collections/allan-herbarium/'}	{'lat': -43.640497, 'lon': 172.476629}	{'numAlgae': 0, 'numAlgaeDatabased': 1373, 'numAlgaeImaged': 2, 'numBryos': 0, 'numBryosDatabased': 50713, 'numBryosImaged': 340, 'numFungi': 0, 'numFungiDatabased': 13910, 'numFungiImaged': 359, 'numPteridos': 0, 'numPteridosDatabased': 31899, 'numPteridosImaged': 558, 'numSeedPl': 0, 'numSeedPlDatabased': 220037, 'numSeedPlImaged': 14298}	['CANTY', 'Armstrong Herbarium (CHBG)', 'Laing Algal Herbarium (CANU) on long-term loan.', 'WELTU (2080 specimens in 2012)', 'part of CANU (9000 specimens in 2019)']	['H. H. Allan', 'K. W. Allison', 'J. F. Armstrong', 'J. B. Armstrong', 'J. Banks', 'T. W. N. Beckett', 'G. Brownlie', 'G. Buelow', 'H. Carse', 'U. V. Cassie', 'P. Child', 'J. Child', 'H. E. Connor', 'A. P. Druce', 'E. Edgar', 'E. A. Flint', 'D. J. Galloway', 'P. J. Garnock-Jones', 'F. G. Gibbs', 'D. R. Given', 'E. J. Godley', 'A. J. Healy', 'R. M. Laing', 'B. H. Macmillan', 'W. Martin', 'R. Mason', 'W. McKay', 'N. T. Moar', 'B. P. J. Molloy', 'L. B. Moore', 'J. W. Parham', 'B. E. V. Parham', 'R. N. Patel', 'A. W. Purdie', 'F. S. Reed', 'W. A. Scarfe', 'G. Simpson', 'M. J. A. Simpson Bulfin', 'D. C. Solander', 'R. Spruce', 'G. Stevenson Cone', 'W. R. Sykes', 'H. Talbot', 'J. S. Thomson', 'N. Wace', 'A. Wall', 'V. D. Zotov', 'I. Breitwieser', 'D. G. Drury', 'A. J. Fife', 'K. A. Ford', 'D. S. Glenny', 'P. B. Heenan']		2022-09-15
125389	Museum of New Zealand Te Papa Tongarewa	WELT		Botany Department	NZ 002	248438	Active	1865	All groups except fungi	New Zealand, Australia, Pacific, Europe, and North and South America	{'physicalStreet': '55 Cable Street', 'physicalCity': 'Te Aro, Wellington', 'physicalState': 'Wellington', 'physicalZipCode': '6011', 'physicalCountry': 'New Zealand', 'postalStreet': '55 Cable Street, P.O. Box 467', 'postalCity': 'Te Aro, Wellington', 'postalState': 'Wellington', 'postalZipCode': '6011', 'postalCountry': 'New Zealand'}	{'phone': 'Te Papa', 'email': 'bridget.hatton@tepapa.govt.nz', 'webUrl': 'http://www.tepapa.govt.nz'}	{'lat': -41.29006141, 'lon': 174.782186}	{'numAlgae': 35207, 'numAlgaeDatabased': 27107, 'numAlgaeImaged': 1136, 'numBryos': 63571, 'numBryosDatabased': 50129, 'numBryosImaged': 735, 'numFungi': 23249, 'numFungiDatabased': 10372, 'numFungiImaged': 221, 'numPteridos': 32637, 'numPteridosDatabased': 28373, 'numPteridosImaged': 6849, 'numSeedPl': 213574, 'numSeedPlDatabased': 99666, 'numSeedPlImaged': 20142}	['OTM (part) of on long-term loan', 'WELTU (13104 specimens) in 2012']	['B. C. Aston', 'J. G. Baker', 'J. Banks', 'S. Berggren', 'E. D. W. Brown', 'F. B. H. Brown', 'R. Brown', 'P. Brownsey', 'J. Buchanan', 'E. Christophersen', 'L. Cockayne', 'W. Colenso', 'E. B. Copeland', 'A. Cunningham', 'J. Dawson', 'A. Fendler', 'C. N. Forbes', 'F. R. Fosberg', 'H. Groves', 'J. Groves', 'W. H. Harvey', 'W. Hillebrand', 'J. E. Holloway', 'T. Kirk', 'C. Knight', 'V. W. Lindauer', 'W. Martin', 'J. H. McMahon', 'C. F. O. Nordstedt', 'W. R. B. Oliver', 'D. Petrie', 'J. F. C. Rock', 'G. O. K. Sainsbury', 'D. C. Solander', 'H. St. John', 'W. Swainson', 'S. Thompson', 'J. E. Tilden', 'T. G. Yuncker']	"New Zealand moved into its COVID traffic light system on Friday 3rd December 2021. This means that all New Zealand herbaria will be open to receive parcels from overseas institutions. WELT's outgoing loan programme will now consider overseas loans on a case by case basis, depending on country and the state of services operational at the time of the request.<br/><br/>Incoming parcel reception and outgoing consignments could change if there is an outbreak of a new strain of COVID-19.<br/>Please check New Zealand's COVID updates at (https://covid19.govt.nz/alert-levels-and-updates/current-alert-level/)."	2022-09-15
126692	University of Kansas	KANU	Bridwell Botanical Research Laboratory			470500	Active	1873		Kansas; Great Plains; western United States	{'physicalStreet': '', 'physicalCity': 'Lawrence', 'physicalState': 'Kansas', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '2045 Constant Ave.', 'postalCity': 'Lawrence', 'postalState': 'Kansas', 'postalZipCode': '66047-3729', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 785 864 4493', 'email': 'cmorse@ku.edu', 'webUrl': 'https://biodiversity.ku.edu/botany/collections'}	{'lat': 38.95797, 'lon': -95.249534}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 500, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 60000, 'numFungiDatabased': 47000, 'numFungiImaged': 0, 'numPteridos': 15000, 'numPteridosDatabased': 5000, 'numPteridosImaged': 100, 'numSeedPl': 385000, 'numSeedPlDatabased': 310000, 'numSeedPlImaged': 105000}	['Southwestern College, Winfield, Kansas (2000 specimens) in 1999.', 'Wichita State University (WICH) lichen herbarium (200 specimens) in 2018', 'North Dakota State University (NDA) lichen herbarium (6000 specimens) in 2019', 'University of Missouri (UMO) lichen herbarium (800 specimens) in 2020.']	['R. I. Imler', 'H. A. Stephens', 'P. A. Rydberg', 'R. E. Brooks', 'R. L. McGregor']	Updated September 2022.	2022-09-21
126763	University of North Carolina at Chapel Hill	NCU		North Carolina Botanical Garden	US 077	800000	Active	1903	Vascular plants; marine algae; bryophytes; fungi (<Septobasidium> and <Coelomomyces>, Actinoplanaceae); fossils (Devonian)	Southeastern U.S., especially Carolinas	{'physicalStreet': '120 South Road', 'physicalCity': 'Chapel Hill', 'physicalState': 'North Carolina', 'physicalZipCode': '27599-3280', 'physicalCountry': 'U.S.A.', 'postalStreet': '120 South Road, Campus Box #3280, Coker Hall', 'postalCity': 'Chapel Hill', 'postalState': 'North Carolina', 'postalZipCode': '27599-3280', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 919 962 6931', 'email': 'mccormick@unc.edu', 'webUrl': 'http://www.herbarium.unc.edu'}	{'lat': 35.90825274, 'lon': -79.05078828}	{'numAlgae': 60000, 'numAlgaeDatabased': 48500, 'numAlgaeImaged': 48000, 'numBryos': 3600, 'numBryosDatabased': 3525, 'numBryosImaged': 2391, 'numFungi': 30701, 'numFungiDatabased': 30701, 'numFungiImaged': 30501, 'numPteridos': 20000, 'numPteridosDatabased': 9653, 'numPteridosImaged': 9068, 'numSeedPl': 600000, 'numSeedPlDatabased': 343000, 'numSeedPlImaged': 286000}	['part of HNH (10 000 specimens) in 2002']	['H. E. Ahles', 'W. W. Ashe', 'C. R. Bell', 'W. C. Coker', 'J. N. Couch', 'A. H. Curtiss', 'A. E. Radford', 'M. H. Hommersand', 'P. Gabrielson']		2022-09-23
124567	Senckenberg Gesellschaft für Naturforschung: Senckenberg Forschungsinstitut und Naturmuseum	FR		Botanik und molekulare Evolutionsforschung	DE 206-70	1500000	Active	1817	Poaceae, Marcgraviaceae; corticolous, crustose lichens from the Holarctic; diatoms	Worldwide, Hesse, Europe, Mediterranean region, Atlantic islands, West Africa, Japan, neotropics, Holarctic	{'physicalStreet': 'Jügelbau, Mertonstr. 17-21', 'physicalCity': 'Frankfurt', 'physicalState': '', 'physicalZipCode': 'D-60325', 'physicalCountry': 'Germany', 'postalStreet': 'Senckenberganlage 25', 'postalCity': 'Frankfurt/Main', 'postalState': '', 'postalZipCode': 'D-60325', 'postalCountry': 'Germany'}	{'phone': '[49] 49 69 7542 1135\n[49] 69 7542 1164\n[49] 69 7542 1154', 'email': 'stefan.dressler@senckenberg.de', 'webUrl': 'https://www.senckenberg.de/en/science/research-infrastructure/collections-2/herbarium-senckenbergianum/#content-0002_1'}	{'lat': 50.11833, 'lon': 8.6506}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['DANV (30000 specimens) in 2018', 'OSBU (30000 specimens) by the end of 2022']	['A. Aschenborn', 'J. Becker', 'W. Boege', 'K.-P. Buttler', 'M. Dürer', 'G. Engelmann', 'J. G. A. Forster', 'J. R. Forster', 'J. B. C. W. Fresenius', 'J. A. Futschig', 'G. Gärtner', 'M. Goldschmidt', 'H. Hupke', 'H. Kalheber', 'D. Korneck', 'R. O. K. Kräusel', 'W. Kuls', 'F. J. Lindheimer', 'J. A. Metzler', 'A. Nieschalk', 'G. L. Rabenhorst', 'E. W. P. S. Rüppell', 'J. Scherbius', 'L. P. K. Scriba', 'F. W. Sieber', 'G. H. K. Thwaites', 'C. L. P. Zeyher']	Updated Oct 2021 (incorporated herbaria, correspondent). This institute is part of a decentralized institution (Senckenberg Research Institutes and Natural History Museums)  which also comprises botanical research departments and herbaria in Görlitz (GLM)  and Weimar (IQW).]  For a survey of collections, see H. J. Conert (ed.), Index Collectorum Herbarii Senckenbergiani.- Courier Forschungsinst. Senckenberg 217: 1-201.  online under https://[http://www.senckenberg.de/wp-content/uploads/2021/01/Index_Col]www.senckenberg.de/wp-content/uploads/2021/01/Index_Collectorum.pdf	2022-09-23
